Date,Adj Close,Close,High,Low,Open,Volume
25/03/2022,1332.241943,1530.550049,1574.949951,1522.400024,1571,1755511
28/03/2022,1326.932129,1524.449951,1538.949951,1516.550049,1534,1928306
29/03/2022,1325.104248,1522.349976,1539.550049,1519.099976,1537,2311150
30/03/2022,1302.429688,1496.300049,1534.300049,1485,1534.300049,3792481
31/03/2022,1305.171509,1499.449951,1509.599976,1487.199951,1496.300049,2036984
01/04/2022,1294.421509,1487.099976,1502.650024,1475.449951,1499,2537230
04/04/2022,1304.475098,1498.650024,1504.300049,1483.650024,1487.099976,1675276
05/04/2022,1296.119019,1489.050049,1522.5,1480,1508,3207223
06/04/2022,1270.266968,1459.349976,1482,1454,1482,2627895
07/04/2022,1278.275146,1468.550049,1474.650024,1450.699951,1454,3336784
08/04/2022,1261.040405,1448.75,1483.400024,1440,1475,5402943
11/04/2022,1261.432007,1449.199951,1462.349976,1435.650024,1455.949951,3268704
12/04/2022,1231.66333,1415,1441.599976,1406.449951,1436.349976,2021088
13/04/2022,1227.702637,1410.449951,1428.699951,1403.400024,1418.099976,1430399
18/04/2022,1170.341309,1344.550049,1390,1330.199951,1390,3968044
19/04/2022,1132.60791,1301.199951,1361.849976,1285.650024,1361.849976,2677360
20/04/2022,1139.571411,1309.199951,1320.949951,1295.75,1305.400024,3025261
21/04/2022,1142.61792,1312.699951,1319,1297.449951,1313.900024,3728173
22/04/2022,1137.221191,1306.5,1324,1292.849976,1305,1954666
25/04/2022,1105.798584,1270.400024,1297.949951,1262.599976,1295,2686619
26/04/2022,1110.194214,1275.449951,1285.699951,1265,1281.400024,2568317
27/04/2022,1097.834229,1261.25,1274.5,1246.25,1267.75,2382463
28/04/2022,1106.582153,1271.300049,1284.400024,1250.199951,1273.800049,2576887
29/04/2022,1095.87561,1259,1284.800049,1248.349976,1284,3811317
02/05/2022,1071.677612,1231.199951,1249,1224.199951,1240,2149957
04/05/2022,1055.661743,1212.800049,1243.949951,1200,1232.449951,2797667
05/05/2022,1099.661987,1263.349976,1266.099976,1222.150024,1232.849976,3563713
06/05/2022,1123.512085,1290.75,1299,1228.699951,1239.699951,5745203
09/05/2022,1097.74707,1261.150024,1280,1210,1280,5712061
10/05/2022,1081.339233,1242.300049,1271.449951,1235,1255,2852416
11/05/2022,1065.802246,1224.449951,1265.650024,1207.300049,1243,3244609
12/05/2022,1055.661743,1212.800049,1232.849976,1197.050049,1209,3110220
13/05/2022,1047.000977,1202.849976,1234.550049,1195,1228,1892084
16/05/2022,1034.988892,1189.050049,1221,1156.949951,1190,3474480
17/05/2022,1042.953369,1198.199951,1210,1183.150024,1195.800049,4434968
18/05/2022,1020.19165,1172.050049,1230.5,1168.5,1209,5294021
19/05/2022,964.744812,1108.349976,1153.900024,1100,1153,4393100
20/05/2022,984.37323,1130.900024,1134.800049,1114.75,1128,2461651
23/05/2022,994.8182983,1142.900024,1147.800049,1115.650024,1134,2783695
24/05/2022,956.0405273,1098.349976,1151.849976,1091,1148,3666196
25/05/2022,922.789917,1060.150024,1094.900024,1045,1091.050049,4711542
26/05/2022,938.8494263,1078.599976,1089.5,1055.949951,1070,2946857
27/05/2022,977.7144165,1123.25,1126.199951,1092,1095,3367600
